nid,openchannels,capacity
3627,2,47773566
3628,0,0
3629,4,386663
3630,7,5331337
3631,0,0
3632,1,20000
3633,5,180000
3634,2,140000
3635,0,0
3636,14,39807979
3637,1,660141
3638,1,2000
3639,2,40000
3640,4,3600000
3641,3,997438
3642,0,0
3643,0,0
3644,43,17117116
3645,2,641215
3646,0,0
3647,2,111900
3648,1,3020000
3649,1,60000
3650,2,4000000
3651,1,100000
3652,5,1847356
3653,0,0
3654,0,0
3655,49,190995968
3656,10,16661409
3657,18,69802482
3658,9,978000
3659,1,100000
3660,5,951440
3661,8,5000000
3662,1,3000000
3663,0,0
3664,1,60000
3665,0,0
3666,3,233880
3667,0,0
3668,15,24577186
3669,0,0
3670,1,30000
3671,1,30000
3672,1,20000
3673,0,0
3674,1,5678931
3675,1,900000
3676,0,0
3677,0,0
3678,1,100000
3679,3,1270000
3680,0,0
3681,3,801838
3682,8,4716740
3683,0,0
3684,0,0
3685,0,0
3686,1,1000000
3687,6,6028491
3688,0,0
3689,0,0
3690,0,0
3691,435,1620059493
3692,2,25000
3693,1,500000
3694,4,3011230
3695,9,2700000
3696,0,0
3697,7,1833960
3698,0,0
3699,3,183500
3700,0,0
3701,5,1172989
3702,1,100000
3703,1,93404
3704,3,331050
3705,0,0
3706,5,13591629
3707,24,45073685
3708,8,3442172
3709,2,610000
3710,4,17215192
3711,3,300000
3712,2,2590000
3713,27,845263
3714,0,0
3715,9,18036542
3716,4,1599161
3717,1,447618
3718,9,9286299
3719,11,13778246
3720,1,100000
3721,6,12000
3722,0,0
3723,0,0
3724,0,0
3725,48,86568727
3726,5,152400
3727,2,255070
3728,0,0
3729,1,180000
3730,3,202600
3731,2,2600000
3732,1,100000
3733,7,2058635
3734,75,86591573
3735,22,51643904
3736,0,0
3737,1,18737
3738,3,616691
3739,0,0
3740,2,570000
3741,11,9018825
3742,0,0
3743,1,34708
3744,0,0
3745,7,13562195
3746,10,11250000
3747,0,0
3748,2,4445000
3749,4,1200000
3750,3,180826
3751,3,13000
3752,16,51939668
3753,4,11000000
3754,5,9200100
3755,1,950000
3756,0,0
3757,7,8037608
3758,5,7183484
3759,2,120000
3760,4,12650000
3761,1,2000
3762,1,112496
3763,0,0
3764,3,400000
3765,3,2986224
3766,0,0
3767,2,2710109
3768,0,0
3769,0,0
3770,2,20242
3771,2,200002
3772,1,916948
3773,0,0
3774,1,100000
3775,2,130000
3776,0,0
3777,14,40193891
3778,1,500000
3779,0,0
3780,1,150000
3781,1,25000
3782,14,760000
3783,71,147933295
3784,0,0
3785,1,2000
3786,54,271971644
3787,9,31210038
3788,6,2460000
3789,1,1234
3790,0,0
3791,6,255000
3792,4,5034319
3793,8,3235000
3794,1,500000
3795,1,100000
3796,2,529979
3797,0,0
3798,1,100000
3799,0,0
3800,0,0
3801,1,5000000
3802,27,35696383
3803,21,12310666
3804,0,0
3805,0,0
3806,2,1300000
3807,2,910000
3808,2,250000
3809,0,0
3810,9,4253174
3811,1,100000
3812,0,0
3813,13,59718503
3814,0,0
3815,17,113983662
3816,0,0
3817,0,0
3818,1,5000
3819,1,100000
3820,14,21496729
3821,0,0
3822,4,9805808
3823,36,110629449
3824,1,100000
3825,9,2415578
3826,14,90017141
3827,1,100000
3828,3,400000
3829,0,0
3830,0,0
3831,0,0
3832,1,180000
3833,10,5959535
3834,8,6285000
3835,1,35000
3836,0,0
3837,1,1050
3838,0,0
3839,14,414600
3840,0,0
3841,3,533000
3842,0,0
3843,0,0
3844,0,0
3845,0,0
3846,3,528250
3847,1,500000
3848,1,40000
3849,1,300000
3850,5,891824
3851,7,554000
3852,3,1760000
3853,6,2886854
3854,0,0
3855,0,0
3856,0,0
3857,13,35569800
3858,0,0
3859,53,198548348
3860,1,100000
3861,0,0
3862,0,0
3863,3,10950000
3864,1,100000
3865,3,60000
3866,0,0
3867,46,80273010
3868,1,4000000
3869,1,61337
3870,0,0
3871,1,60000
3872,0,0
3873,0,0
3874,1,1050
3875,1,77813
3876,2,5400000
3877,0,0
3878,1,2000
3879,0,0
3880,0,0
3881,18,6885000
3882,0,0
3883,3,830409
3884,4,783978
3885,1,100000
3886,0,0
3887,1,6789
3888,0,0
3889,0,0
3890,0,0
3891,0,0
3892,0,0
3893,0,0
3894,1,596871
3895,1,100000
3896,2,394718
3897,0,0
3898,1,20000
3899,0,0
3900,1,380000
3901,0,0
3902,8,10557602
3903,0,0
3904,5,1741047
3905,0,0
3906,2,40000
3907,0,0
3908,0,0
3909,0,0
3910,1,60000
3911,0,0
3912,3,55000
3913,0,0
3914,0,0
3915,3,4100
3916,84,222860039
3917,1,200000
3918,1,599272
3919,0,0
3920,1,647600
3921,1,199800
3922,8,6072768
3923,2,166033
3924,26,37636300
3925,12,29625260
3926,56,115096798
3927,0,0
3928,2,2798214
3929,0,0
3930,0,0
3931,0,0
3932,8,1333091
3933,0,0
3934,1,100000
3935,2,200000
3936,23,10289418
3937,1,133074
3938,2,162268
3939,0,0
3940,0,0
3941,2,8350000
3942,4,350185
3943,0,0
3944,1,210000
3945,6,736210
3946,0,0
3947,2,1500000
3948,25,112641444
3949,0,0
3950,1,60000
3951,2,1593100
3952,1,300000
3953,1,2000
3954,0,0
3955,1,115127
3956,2,650000
3957,0,0
3958,1,50000
3959,0,0
3960,1,996148
3961,1,20000
3962,0,0
3963,0,0
3964,10,255000
3965,12,13120204
3966,1,10000000
3967,1,1037772
3968,0,0
3969,2,1100000
3970,4,924640
3971,1,100000
3972,13,29579358
3973,1,47361
3974,2,2150
3975,0,0
3976,5,339668
3977,1131,1011010418
3978,3,125003
3979,0,0
3980,0,0
3981,31,29717000
3982,1,20000
3983,0,0
3984,3,205621
3985,0,0
3986,1,20000
3987,11,7394442
3988,7,9090233
3989,1,120000
3990,0,0
3991,0,0
3992,1,20000
3993,1,20000
3994,0,0
3995,0,0
3996,3,10339162
3997,0,0
3998,19,47451337
3999,0,0
4000,0,0
4001,1,20000
4002,0,0
4003,1,93585
4004,0,0
4005,0,0
4006,1,100000
4007,5,8987883
4008,3,228620
4009,3,32000
4010,1,344629
4011,1,500000
4012,0,0
4013,0,0
4014,0,0
4015,0,0
4016,1,100000
4017,36,146608200
4018,0,0
4019,0,0
4020,32,102760444
4021,2,2153440
4022,1,100000
4023,1,60000
4024,5,6000000
4025,1,400000
4026,1,700000
4027,0,0
4028,1,25000
4029,8,1951337
4030,0,0
4031,0,0
4032,179,543802324
4033,0,0
4034,0,0
4035,9,9558501
4036,13,5870000
4037,0,0
4038,1,25000
4039,1,1008200
4040,1,3020000
4041,0,0
4042,0,0
4043,0,0
4044,2,1200000
4045,1,60000
4046,1,177133
4047,3,430000
4048,6,72000
4049,10,495000
4050,0,0
4051,0,0
4052,0,0
4053,0,0
4054,1,100000
4055,0,0
4056,12,1891476
4057,1,500000
4058,0,0
4059,19,1291564
4060,2,120820
4061,1,10000
4062,6,4204667
4063,1,100000
4064,3,600280
4065,1,100000
4066,0,0
4067,2,191044
4068,6,8299552
4069,0,0
4070,15,1186150
4071,14,7004011
4072,0,0
4073,0,0
4074,0,0
4075,2,12000
4076,7,3749879
4077,13,18236533
4078,7,14351062
4079,0,0
4080,1,20000
4081,1,1000000
4082,0,0
4083,0,0
4084,1,97836
4085,1,90000
4086,1,90000
4087,1,1000000
4088,0,0
4089,1,90962
4090,4,5000000
4091,3,850000
4092,23,7203448
4093,2,200000
4094,0,0
4095,1,100000
4096,0,0
4097,1,60000
4098,20,15183837
4099,2,5959864
4100,0,0
4101,2,200000
4102,1,20026
4103,1,100000
4104,3,5771629
4105,2,22430
4106,0,0
4107,1,465860
4108,0,0
4109,0,0
4110,4,522148
4111,0,0
4112,1,1000000
4113,32,45665141
4114,1,69532
4115,0,0
4116,0,0
4117,0,0
4118,4,2639165
4119,10,2955436
4120,10,8103350
4121,16,26254419
4122,2,3500000
4123,0,0
4124,0,0
4125,3,300000
4126,2,11234
4127,0,0
4128,2,232000
4129,1,102069
4130,0,0
4131,9,7933638
4132,4,670000
4133,1,100000
4134,1,500000
4135,3,240000
4136,8,103100
4137,3,1121213
4138,1,55890
4139,0,0
4140,0,0
4141,3,622862
4142,174,1015739452
4143,2,200000
4144,2,325783
4145,1,100000
4146,0,0
4147,5,5670000
4148,9,2873099
4149,1,5000
4150,10,15345845
4151,2,128461
4152,0,0
4153,3,16780627
4154,0,0
4155,19,53900000
4156,0,0
4157,4,398491
4158,3,172150
4159,9,8326749
4160,16,85266212
4161,0,0
4162,39,88958744
4163,5,23000
4164,2,55000
4165,0,0
4166,3,6267351
4167,0,0
4168,1,253800
4169,0,0
4170,0,0
4171,10,200000
4172,0,0
4173,8,2560000
4174,1,100000
4175,4,1716166
4176,11,7352227
4177,0,0
4178,0,0
4179,3,10610684
4180,0,0
4181,1,1000000
4182,0,0
4183,1,100000
4184,1,1000000
4185,2,255753
4186,0,0
4187,0,0
4188,12,7025918
4189,1,1200000
4190,1,115327
4191,2,472337
4192,1,1218728
4193,20,45824710
4194,164,884397532
4195,8,17646564
4196,1,100000
4197,3,991319
4198,1,50000
4199,1,25000
4200,136,137049974
4201,0,0
4202,2,165594
4203,0,0
4204,1,20000
4205,4,14100
4206,3,1348449
4207,1,100000
4208,0,0
4209,14,9097669
4210,4,843304
4211,2,361491
4212,1,20000
4213,6,7596462
4214,0,0
4215,4,24600
4216,0,0
4217,2,899275
4218,0,0
4219,0,0
4220,3,3071292
4221,0,0
4222,0,0
4223,2,72316
4224,1,60000
4225,4,630000
4226,1,587835
4227,0,0
4228,1,200000
4229,0,0
4230,5,1197213
4231,0,0
4232,18,32772809
4233,2,490000
4234,3,1200000
4235,2,750000
4236,5,4170354
4237,1,183890
4238,1,20000
4239,0,0
4240,1,20000
4241,0,0
4242,8,5800000
4243,1,56622
4244,1,40000
4245,3,1045039
4246,9,13626518
4247,2,468945
4248,1,100000
4249,1,300000
4250,1,700000
4251,3,2195000
4252,6,128500
4253,25,74432093
4254,1,39000
4255,0,0
4256,22,19538537
4257,1,1596261
4258,6,210000
4259,1,100000
4260,7,436100
4261,2,100000
4262,0,0
4263,1,100000
4264,0,0
4265,6,11390000
4266,0,0
4267,2,107819
4268,0,0
4269,5,815000
4270,1,500000
4271,4,3499152
4272,0,0
4273,7,607594
4274,0,0
4275,8,545000
4276,8,25818532
4277,1,38015
4278,11,4130080
4279,1,20000
4280,4,732887
4281,4,1499771
4282,0,0
4283,1,100000
4284,0,0
4285,2,500000
4286,1,9800
4287,3,3005037
4288,0,0
4289,1,15000000
4290,1,1000000
4291,1,60000
4292,4,2950602
4293,9,2496805
4294,0,0
4295,0,0
4296,2,600000
4297,0,0
4298,2,200000
4299,0,0
4300,6,246945
4301,6,646500
4302,0,0
4303,5,2030001
4304,0,0
4305,0,0
4306,1,97210
4307,0,0
4308,0,0
4309,60,273524738
4310,2,899764
4311,265,1964233199
4312,0,0
4313,1,750000
4314,1,100000
4315,1,150000
4316,1,2000000
4317,0,0
4318,0,0
4319,0,0
4320,1,1000000
4321,1,250000
4322,0,0
4323,1,2000
4324,4,770434
4325,0,0
4326,1,1000000
4327,3,11276232
4328,2,31050
4329,16,15431454
4330,0,0
4331,0,0
4332,1,25000
4333,0,0
4334,1,15000
4335,3,98077
4336,14,7216665
4337,1,200000
4338,0,0
4339,0,0
4340,0,0
4341,2,116654
4342,2,414545
4343,1,20000
4344,1,1100
4345,1,10000
4346,1,100000
4347,0,0
4348,0,0
4349,40,413543533
4350,1,304182
4351,28,12131000
4352,0,0
4353,1,50000
4354,1,100000
4355,5,551628
4356,0,0
4357,1,20000
4358,0,0
4359,0,0
4360,1,1100
4361,1,100000
4362,2,260000
4363,0,0
4364,1,247623
4365,9,3355731
4366,14,18620000
4367,0,0
4368,0,0
4369,2,621092
4370,1,20000
4371,6,710000
4372,5,31200000
4373,1,997919
4374,1,200000
4375,1,288567
4376,5,6285869
4377,4,345000
4378,3,532662
4379,1,100000
4380,12,37588931
4381,9,6262032
4382,3,14861122
4383,4,80000
4384,10,22338707
4385,2,30882
4386,9,44200000
4387,0,0
4388,4,9647603
4389,20,48066854
4390,5,903192
4391,1,1234
4392,4,201337
4393,1,170005
4394,11,5160000
4395,1,40928
4396,5,90000
4397,2,5020000
4398,41,42446167
4399,1,800000
4400,1,4660000
4401,1,5000000
4402,1,100000
4403,45,363191
4404,0,0
4405,2,101830
4406,0,0
4407,6,2629000
4408,0,0
4409,6,16708041
4410,1,100000
4411,1,100000
4412,3,2100000
4413,0,0
4414,0,0
4415,5,1077348
4416,2,40000
4417,0,0
4418,9,3904656
4419,1,5000000
4420,0,0
4421,0,0
4422,0,0
4423,8,10030663
4424,7,586270
4425,2,570000
4426,23,84213524
4427,15,21304692
4428,0,0
4429,1,100000
4430,2,500000
4431,16,1364536
4432,286,281067131
4433,0,0
4434,1,900000
4435,0,0
4436,0,0
4437,1,32000
4438,2,200000
4439,0,0
4440,0,0
4441,3,1283328
4442,47,3526008
4443,109,1281662288
4444,0,0
4445,0,0
4446,24,119671381
4447,1,100000
4448,26,126981532
4449,0,0
4450,20,46134775
4451,0,0
4452,13,54263329
4453,0,0
4454,3,598665
4455,0,0
4456,0,0
4457,0,0
4458,0,0
4459,17,125301390
4460,31,106259630
4461,2,1250000
4462,1,124320
4463,0,0
4464,0,0
4465,7,2143960
4466,9,18899608
4467,1,55000
4468,2,374997
4469,2,2410490
4470,30,1376381
4471,0,0
4472,1,100000
4473,0,0
4474,2,40000
4475,1,100000
4476,1,1174760
4477,4,90000
4478,38,43436203
4479,0,0
4480,7,2000000
4481,36,185115682
4482,1,100000
4483,6,10891208
4484,3,519800
4485,1,20000
4486,1,67646
4487,10,2700000
4488,1,1000000
4489,1,100000
4490,1,56001
4491,1,5000
4492,0,0
4493,3,9161337
4494,0,0
4495,1,100000
4496,3,745841
4497,4,230000
4498,5,10354822
4499,4,849900
4500,0,0
4501,0,0
4502,18,3297182
4503,1,100000
4504,0,0
4505,0,0
4506,21,139180342
4507,2,50000
4508,0,0
4509,1,104367
4510,1,68000
4511,1,781013
4512,0,0
4513,0,0
4514,0,0
4515,1,70000
4516,1,100000
4517,2,60000
4518,5,7334131
4519,0,0
4520,0,0
4521,0,0
4522,0,0
4523,4,11200000
4524,4,716337
4525,0,0
4526,1,50000
4527,12,14278345
4528,1,28913
4529,1,100000
4530,0,0
4531,4,7300000
4532,1,20000
4533,0,0
4534,0,0
4535,0,0
4536,1,400000
4537,1,60000
4538,1,50000
4539,19,2895648
4540,0,0
4541,4,940846
4542,0,0
4543,0,0
4544,6,10415845
4545,5,517243
4546,1,25976
4547,0,0
4548,3,3100000
4549,0,0
4550,0,0
4551,0,0
4552,1,19048
4553,2,340000
4554,0,0
4555,0,0
4556,2,1100000
4557,1,50000
4558,0,0
4559,3,211337
4560,8,492000
4561,0,0
4562,1,100000
4563,4,400000
4564,2,500000
4565,0,0
4566,3,34991114
4567,2,170000
4568,0,0
4569,0,0
4570,1,60000
4571,9,1021070
4572,1,60000
4573,0,0
4574,0,0
4575,0,0
4576,3,33793762
4577,1,218459
4578,1,100000
4579,9,1120500
4580,0,0
4581,4,1025448
4582,0,0
4583,0,0
4584,0,0
4585,1,100000
4586,4,1256924
4587,1,1200000
4588,123,350899733
4589,1,200000
4590,0,0
4591,5,1300000
4592,1,3020000
4593,2,6680000
4594,1,100000
4595,0,0
4596,1,100000
4597,6,15000000
4598,7,1284234
4599,0,0
4600,2,1750170
4601,51,255556482
4602,1,543424
4603,1,100000
4604,8,2864338
4605,0,0
4606,3,2403000
4607,0,0
4608,3,60648
4609,4,6269724
4610,2,300000
4611,2,1300000
4612,2,3234
4613,4,2400000
4614,0,0
4615,7,900000
4616,4,262000
4617,2,1200000
4618,16,66457984
4619,1,90000
4620,0,0
4621,1,60000
4622,3,7315544
4623,0,0
4624,1,40000
4625,2,1000000
4626,15,662100
4627,1,100000
4628,1,100000
4629,1,61192
4630,1,110655
4631,2,2093160
4632,15,4327485
4633,1,100000
4634,1,20000
4635,1,3020000
4636,10,819427
4637,0,0
4638,1,25000
4639,3,10021750
4640,403,2389038274
4641,5,120337
4642,1,60000
4643,4,963025
4644,1,4000000
4645,0,0
4646,2,10000000
4647,0,0
4648,0,0
4649,2,6000000
4650,1,60000
4651,0,0
4652,0,0
4653,1,1000000
4654,5,474288
4655,0,0
4656,2,550000
4657,6,1942977
4658,1,500000
4659,0,0
4660,1,100000
4661,0,0
4662,0,0
4663,0,0
4664,0,0
4665,0,0
4666,1,100000
4667,3,1110000
4668,0,0
4669,4,135000
4670,0,0
4671,120,83166524
4672,15,57268665
4673,0,0
4674,5,5000000
4675,0,0
4676,5,877720
4677,0,0
4678,12,3327384
4679,2,688987
4680,2,1170351
4681,0,0
4682,7,20388593
4683,10,5483371
4684,0,0
4685,0,0
4686,1,60000
4687,0,0
4688,18,113107
4689,0,0
4690,78,36665537
4691,10,476206
4692,0,0
4693,3,1873802
4694,1,100001
4695,6,2040000
4696,5,1176451
4697,0,0
4698,5,19846539
4699,0,0
4700,2,6000000
4701,0,0
4702,4,110000
4703,22,35705711
4704,5,356321
4705,0,0
4706,15,47532563
4707,0,0
4708,1,20000
4709,2,70703
4710,2,2100000
4711,11,5420000
4712,0,0
4713,1,100000
4714,0,0
4715,1,180000
4716,0,0
4717,0,0
4718,0,0
4719,0,0
4720,0,0
4721,21,28757946
4722,1,100000
4723,0,0
4724,1,100000
4725,0,0
4726,0,0
4727,1,698200
4728,4,5575337
4729,17,2476576
4730,0,0
4731,0,0
4732,0,0
4733,0,0
4734,3,2100000
4735,3,1016352
4736,0,0
4737,0,0
4738,0,0
4739,12,20910000
4740,1,406405
4741,1,1000000
4742,3,3263380
4743,0,0
4744,21,26514491
4745,0,0
4746,11,17577553
4747,0,0
4748,1,119216
4749,1,1838383
4750,2,5371
4751,0,0
4752,0,0
4753,1,400000
4754,0,0
4755,3,4944000
4756,0,0
4757,8,32260315
4758,26,84957907
4759,0,0
4760,1,998504
4761,3,6500
4762,1,1000000
4763,1,500000
4764,11,14121080
4765,1,225000
4766,2,550000
4767,1,2000000
4768,1,100000
4769,8,3346704
4770,2,109023
4771,0,0
4772,4,1220420
4773,45,178064473
4774,4,185000
4775,1,168979
4776,2,833963
4777,1,100000
4778,4,1460000
4779,10,912227
4780,1,117912
4781,11,34493023
4782,1,1000000
4783,3,103879
4784,1,1000000
4785,0,0
4786,3,629691
4787,3,6274342
4788,33,10761859
4789,0,0
4790,0,0
4791,8,44800000
4792,1,20000
4793,3,5240000
4794,2,260000
4795,1,100000
4796,1,1219318
4797,7,546379
4798,0,0
4799,1,10000
4800,1,1000000
4801,0,0
4802,0,0
4803,14,2683062
4804,2,653196
4805,1,200000
4806,0,0
4807,2,30000000
4808,2,105000
4809,2,206980
4810,0,0
4811,1,50000
4812,0,0
4813,0,0
4814,1,50000
4815,40,43144325
4816,6,708268
4817,1,138350
4818,0,0
4819,10,792472
4820,1,479518
4821,3,280986
4822,1,50000
4823,1,60000
4824,1,100000
4825,0,0
4826,5,1720000
4827,1,20000
4828,9,22967508
4829,3,3301070
4830,1,100000
4831,3,552535
4832,6,2537934
4833,5,500000
4834,1,2500000
4835,27,33869277
4836,3,2730672
4837,11,17550303
4838,7,3618681
4839,16,365700
4840,0,0
4841,1,10000000
4842,1,25000
4843,1,50000
4844,1,500000
4845,1,50000
4846,1,98505
4847,19,2251682
4848,4,1470000
4849,5,5772144
4850,1,1500000
4851,0,0
4852,22,128723508
4853,25,60958047
4854,0,0
4855,0,0
4856,145,1977500
4857,0,0
4858,0,0
4859,0,0
4860,3,300000
4861,0,0
4862,1,60210
4863,9,234956
4864,0,0
4865,0,0
4866,0,0
4867,1,53400
4868,1,189161
4869,1,2000
4870,5,6430000
4871,1,100000
4872,0,0
4873,0,0
4874,13,1984128
4875,1,372866
4876,5,1500000
4877,1,1000000
4878,0,0
4879,1,60000
4880,1,1234
4881,13,19606745
4882,3,1139239
4883,2,9150000
4884,0,0
4885,3,1929319
4886,1,81039
4887,2,400000
4888,0,0
4889,0,0
4890,0,0
4891,2,3400000
4892,3,664548
4893,81,422665452
4894,2,60000
4895,0,0
4896,0,0
4897,0,0
4898,2,101000
4899,3,7421
4900,7,3421866
4901,209,580321600
4902,0,0
4903,1,44700
4904,0,0
4905,1,50000
4906,26,95215480
4907,1,30000
4908,0,0
4909,1,30000
4910,2,2290000
4911,109,1306608122
4912,0,0
4913,2,1400000
4914,1,90000
4915,0,0
4916,0,0
4917,3,20000
4918,1,20000
4919,2,131337
4920,2,5020000
4921,3,1240000
4922,37,60731137
4923,0,0
4924,0,0
4925,1,10000
4926,6,30726489
4927,4,466000
4928,0,0
4929,6,258808
4930,36,24537038
4931,0,0
4932,0,0
4933,25,45361422
4934,9,4565001
4935,4,3620000
4936,2,204000
4937,0,0
4938,3,16050
4939,1,1000000
4940,2,40000
4941,0,0
4942,1,1000000
4943,4,22288
4944,0,0
4945,25,33916247
4946,1,60000
4947,4,9220000
4948,2,260000
4949,0,0
4950,0,0
4951,24,20379458
4952,45,61293364
4953,1,3000000
4954,0,0
4955,1,3000000
4956,1,100000
4957,0,0
4958,0,0
4959,0,0
4960,6,2099392
4961,0,0
4962,3,1500000
4963,1,14486
4964,3,31050
4965,2,59692
4966,1,50000
4967,8,2651337
4968,2,5025375
4969,0,0
4970,9,100000
4971,1,70000
4972,0,0
4973,0,0
4974,1,28000
4975,1,100000
4976,22,19461021
4977,3,845654
4978,0,0
4979,0,0
4980,3,181337
4981,2,10420624
4982,31,238528748
4983,0,0
4984,0,0
4985,0,0
4986,4,545068
4987,2,684727
4988,0,0
4989,93,94843651
4990,2,343816
4991,3,89209
4992,0,0
4993,3,270618
4994,18,2997244
4995,2,2452119
4996,2,56000
4997,2,61680
4998,0,0
4999,0,0
5000,0,0
5001,1,5238947
5002,4,1300000
5003,40,52315126
5004,1,28124
5005,1,20000
5006,0,0
5007,4,4631085
5008,1,60000
5009,2,240000
5010,0,0
5011,1,1000000
5012,1,200000
5013,2,8031701
5014,6,1750000
5015,0,0
5016,0,0
5017,1,407582
5018,4,3155003
5019,3,2503329
5020,0,0
5021,6,5400000
5022,0,0
5023,0,0
5024,5,5531228
5025,4,778186
5026,0,0
5027,8,24805453
5028,7,4560212
5029,0,0
5030,2,67353
5031,79,117072033
5032,1,100000
5033,0,0
5034,2,169246
5035,17,5260000
5036,0,0
5037,2,900000
5038,1,100000
5039,0,0
5040,15,17635235
5041,0,0
5042,12,170600
5043,1,100000
5044,3,53000
5045,19,19122268
5046,0,0
5047,4,418621
5048,0,0
5049,0,0
5050,1,205677
5051,0,0
5052,11,61662734
5053,1,100000
5054,1,34479
5055,0,0
5056,3,169876
5057,2,2143795
5058,2,520000
5059,5,6115346
5060,0,0
5061,0,0
5062,1,5000
5063,0,0
5064,18,57742950
5065,1,1000000
5066,1,203411
5067,12,7534071
5068,0,0
5069,12,52082874
5070,0,0
5071,3,930000
5072,3,2400000
5073,0,0
5074,0,0
5075,1,100000
5076,4,531500
5077,0,0
5078,5,6295000
5079,0,0
5080,1,100000
5081,1,98683
5082,0,0
5083,0,0
5084,1,150000
5085,0,0
5086,9,45600
5087,0,0
5088,4,13026000
5089,1,100000
5090,1,1050
5091,1,100000
5092,4,1715723
5093,1,48150
5094,0,0
5095,0,0
5096,5,1700000
5097,11,20648134
5098,4,583000
5099,0,0
5100,0,0
5101,1,1234
5102,1,100000
5103,1,135000
5104,5,415000
5105,4,2653191
5106,0,0
5107,2,418259
5108,6,9825058
5109,0,0
5110,3,625051
5111,0,0
5112,2,236900
5113,4,280594
5114,0,0
5115,1,453793
5116,229,1686305973
5117,0,0
5118,17,96656390
5119,7,3215000
5120,28,49078097
5121,1,117510
5122,1,5000
5123,9,136171017
5124,10,8834846
5125,1,100000
5126,2,3100
5127,1,200000
5128,1,60000
5129,1,100000
5130,0,0
5131,0,0
5132,0,0
5133,7,1495114
5134,1,100000
5135,2,60000
5136,1,8000000
5137,0,0
5138,1,20000
5139,3,1243554
5140,1,500010
5141,4,3918050
5142,1,7163646
5143,5,1868659
5144,1,100000
5145,1,298680
5146,0,0
5147,0,0
5148,0,0
5149,0,0
5150,6,134651
5151,58,179434793
5152,2,50000
5153,49,49978693
5154,2,420000
5155,4,1296542
5156,1,85586
5157,19,598282
5158,1,150000
5159,1,100000
5160,0,0
5161,0,0
5162,2,200000
5163,5,16500000
5164,0,0
5165,0,0
5166,3,596836
5167,1,1000000
5168,160,925276679
5169,0,0
5170,1,100000
5171,0,0
5172,6,5586584
5173,1,97066
5174,36,109063468
5175,0,0
5176,6,7795663
5177,7,21917462
5178,0,0
5179,28,161013815
5180,0,0
5181,1,609456
5182,79,145526388
5183,0,0
5184,0,0
5185,1,59682
5186,7,55000
5187,1,1000000
5188,1,200000
5189,1,599229
5190,0,0
5191,2,2100000
5192,1,380000
5193,14,13351798
5194,1,100000
5195,5,4091939
5196,2,194673
5197,4,4150000
5198,8,1659467
5199,3,406385
5200,2,15676923
5201,0,0
5202,3,6300000
5203,0,0
5204,0,0
5205,0,0
5206,0,0
5207,6,19306826
5208,0,0
5209,9,6239048
5210,10,7795409
5211,1,20000
5212,17,40015819
5213,2,25000
5214,2,54573
5215,9,4099653
5216,3,686337
5217,0,0
5218,9,83250
5219,3,264582
5220,75,249446648
5221,15,5800000
5222,22,24569897
5223,1,25000
5224,0,0
5225,0,0
5226,3,1161337
5227,0,0
5228,1,50000
5229,0,0
5230,1,200000
5231,2,740316
5232,1,1000000
5233,1,20000
5234,15,9480000
5235,0,0
5236,0,0
5237,1,45366
5238,11,5211135
5239,2,3232566
5240,1,1200
5241,0,0
5242,1,221782
5243,0,0
5244,0,0
5245,26,19870764
5246,1,10000
5247,0,0
5248,2,2078122
5249,1,332987
5250,2,1609742
5251,2,210010
5252,2,1075867
5253,1,100000
5254,2,600000
5255,14,906960
5256,2,1002500
5257,0,0
5258,3,1300000
5259,0,0
5260,0,0
5261,1,1000000
5262,6,2725944
5263,1,363544
5264,5,5011668
5265,1,60000
5266,1,20000
5267,3,170000
5268,0,0
5269,2,26234
5270,1,545000
5271,0,0
5272,1,60000
5273,6,60185
5274,49,77962940
5275,4,1063931
5276,3,197749
5277,0,0
5278,0,0
5279,3,5828317
5280,1,20000
5281,0,0
5282,0,0
5283,0,0
5284,1,20840
5285,0,0
5286,2,1400000
5287,4,3640000
5288,2,1090000
5289,2,500000
5290,2,1171659
5291,0,0
5292,8,13332309
5293,1,57605
5294,18,43538355
5295,0,0
5296,6,4125261
5297,1,1000000
5298,0,0
5299,0,0
5300,2,5150000
5301,0,0
5302,0,0
5303,2,417030
5304,3,280000
5305,6,849649
5306,0,0
5307,0,0
5308,0,0
5309,6,18399553
5310,12,15593446
5311,1,10000
5312,1,300000
5313,4,9000000
5314,1,100000
5315,5,1277620
5316,8,4147690
5317,11,29721682
5318,0,0
5319,0,0
5320,1,95000
5321,0,0
5322,1,147000
5323,1,150000
5324,3,2449496
5325,0,0
5326,1,900000
5327,38,18047461
5328,2,12000
5329,13,7600000
5330,0,0
5331,10,26152807
5332,0,0
5333,1,2500
5334,3,6871
5335,1,100000
5336,2,344403
5337,0,0
5338,7,1563523
5339,0,0
5340,1,200000
5341,0,0
5342,0,0
5343,2,247001
5344,3,1642138
5345,1,500000
5346,2,581656
5347,1,500000
5348,0,0
5349,196,269188591
5350,9,13766274
5351,1,500000
5352,3,7557671
5353,1,200000
5354,5,4250000
5355,0,0
5356,0,0
5357,3,13000000
5358,2,1283078
5359,5,2750000
5360,2,105000
5361,0,0
5362,3,1821833
5363,0,0
5364,4,2222856
5365,0,0
5366,0,0
5367,2,137551
5368,2,76808
5369,0,0
5370,13,34120542
5371,79,1796193682
5372,0,0
5373,0,0
5374,1,30000
5375,14,20305676
5376,1,10000
5377,2,13811
